White_Unified_Name,Black_Sex,PlyCount,RatingDiff,Opening,IsAggressive
gmman88,M,36,-6,Queen's Pawn Game: Chigorin Variation,False
"Piliposyan, Robert",M,94,-129,Caro-Kann Defense: Exchange Variation,False
Daniel Martian,M,106,-146,Philidor Defense: Exchange Variation,False
"Golubka, Petro",M,32,-17,Old Benoni Defense,False
"Golubka, Petro",M,62,-10,Old Benoni Defense,False
Matias Pérez Gormaz,M,80,26,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",False
José Gabriel Cardoso Cardoso,M,52,-24,Nimzo-Larsen Attack: Classical Variation,True
federerchi,M,104,85,Sicilian Defense: Accelerated Dragon,True
Sergey Matsenko,M,120,-127,"English Opening: Agincourt Defense, Neo-Catalan Declined",False
FlinkerFreddy,M,156,-50,Sicilian Defense: Morphy Gambit,True
LittlePumpkin,M,41,90,Tarrasch Defense: Two Knights Variation,False
FlinkerFreddy,M,50,-73,Sicilian Defense: Modern Variations,True
OCChess,M,50,-3,Queen's Gambit Declined: Janowski Variation,True
"Sadykov, Ramil",M,58,-10,Owen Defense,False
E-Shaposhnikov,M,48,140,"French Defense: Steinitz Variation, Boleslavsky Variation",False
scabies,M,134,-95,Sicilian Defense: Lasker-Pelikan Variation,True
Максим Матюнин,M,86,-47,Old Benoni Defense,False
Lavrik87,M,66,-79,Caro-Kann Defense: Breyer Variation,False
leopslr,M,100,-44,"Caro-Kann Defense: Advance Variation, Tal Variation",False
"Shchukin, Dmitry",M,82,-118,Sicilian Defense: Hyperaccelerated Fianchetto,True
"Aliavdin, Nikolai",M,39,-119,"Ruy Lopez: Marshall Attack, Modern Variation",True
"Todorov, Todor",M,76,-30,French Defense: Knight Variation,False
"Kiremitciyan, Ari",M,128,-61,"English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation",False
wanyaland,M,90,27,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",False
mdynl123,M,52,-140,Semi-Benoni,False
IamNeneu,M,62,-122,King's Indian Attack: Double Fianchetto,True
E-Shaposhnikov,M,126,179,Indian Game: Polish Variation,False
MagicAndy,M,60,-42,Indian Game,False
Odirovski,M,130,44,Zukertort Opening: Sicilian Invitation,True
"Nordahl, Helge",M,50,-68,"French Defense: Advance Variation, Milner-Barry Gambit",True
Mapwright,M,84,-58,"Queen's Gambit Refused: Chigorin Defense, Main Line",True
Masterclass2,M,51,-159,Rat Defense: English Rat,False
"Cruz, Jonathan",M,106,-142,Nimzo-Larsen Attack: Indian Variation,True
wanyaland,M,80,-10,Benoni Defense: Czech Benoni Defense,False
Winston Cu-Hor,M,25,-156,Sicilian Defense: Closed Variation,True
"Schekachikhin, Maksim",M,90,-185,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",False
filmer75,M,58,-4,"Ruy Lopez: Exchange Variation, Normal Variation",False
"Dvirnyy, Danyyil",M,63,57,Pirc Defense,False
goldenstatewarrior,M,47,25,Modern Defense,False
jomarag,M,52,-118,Czech Defense,False
Jonny Manuel Cueto Chajtur,M,86,23,Indian Game,False
"Sirosh, Ilja",M,64,-52,Caro-Kann Defense: Exchange Variation,False
"Sirosh, Ilja",M,30,-72,Sicilian Defense: French Variation,True
"Kushko, Dmitriy",M,78,9,Zukertort Opening: Kingside Fianchetto,False
"Roshka, Yevgeniy",M,74,18,King's Indian Defense: Kramer Variation,True
Матвеев Владимир,M,46,-161,Rat Defense: English Rat,False
anhao,M,86,-108,"King's Indian Defense: Sämisch Variation, Normal Defense",True
"Segarra, Randy",M,66,-64,Scandinavian Defense: Mieses-Kotroc Variation,False
DrTomQ,M,122,-98,Queen's Pawn Game: Mason Attack,True
"Kushko, Dmitriy",M,64,-24,"Sicilian Defense: Sozin Attack, Flank Variation",True
"Segarra, Randy",M,62,-78,Scandinavian Defense: Mieses-Kotroc Variation,False
"Aliavdin, Nikolai",M,64,32,"Pirc Defense: Austrian Attack, Dragon Formation",True
JustAnAppleToday,M,54,-144,Queen's Gambit Accepted: Normal Variation,True
linusj,M,94,-39,"English Opening: Anglo-Indian Defense, King's Indian Formation",True
"Kushko, Dmitriy",M,68,-19,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line",True
"Aliavdin, Nikolai",M,134,31,Polish Opening: King's Indian Variation,True
"Rakhmanov, Aleksandr",M,48,11,Zukertort Opening: Sicilian Invitation,True
"Strikovic, Aleksa",M,8,0,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",False
"Aliavdin, Nikolai",M,79,6,Polish Opening,False
"Aliavdin, Nikolai",M,42,-17,Pirc Defense: Austrian Attack,True
"Andrejevs, Arvids",M,54,-31,Elephant Gambit,True
"Arias, Juan Cruz",M,88,138,"Sicilian Defense: Closed Variation, Botvinnik Defense, Edge Variation",True
"Schekachikhin, Maksim",M,72,-29,King's Indian Defense: Semi-Averbakh System,True
miljac,M,56,-4,Indian Game,False
"Shchukin, Dmitry",M,118,31,French Defense: King's Indian Attack,True
"Kushko, Dmitriy",M,66,-71,"Neo-Grünfeld Defense: Classical Variation, Original Defense",False
Akintoye Abdulraheem,M,62,-88,"French Defense: Advance Variation, Paulsen Attack",True
"Kushko, Dmitriy",M,88,-89,King's Indian Attack,True
Tyrell Harriott,M,118,-159,Queen's Pawn,False
"Segarra, Randy",M,68,-176,French Defense: Schlechter Variation,False
Marc Chevrin,M,102,-117,Caro-Kann Defense: Classical Variation,False
Marc Chevrin,M,48,-132,"French Defense: Rubinstein Variation, Blackburne Defense",False
Marc Chevrin,M,106,-147,English Opening: Agincourt Defense,False
Beletko,M,36,-33,English Opening: Anglo-Indian Defense,False
FlinkerFreddy,M,120,55,Sicilian Defense: Sozin Attack,True
"Husbands, Orlando",M,54,86,"Nimzo-Indian Defense: Normal Variation, Ragozin Variation",False
"Husbands, Orlando",M,116,58,Nimzo-Indian Defense: St. Petersburg Variation,False
orishuas,M,112,-128,Alekhine Defense: Exchange Variation,False
"Husbands, Orlando",M,74,31,"French Defense: Winawer Variation, Delayed Exchange Variation",False
Patrick Aizpurua,M,102,-13,Zukertort Opening: Nimzo-Larsen Variation,False
Ernesto Real de Azúa,M,104,-147,"Semi-Slav Defense: Marshall Gambit, Main Line",True
"Sturt, Raven",M,76,-29,Indian Game: Anti-Nimzo-Indian,False
"Kiremitciyan, Ari",M,36,-186,"English Opening: Symmetrical Variation, Two Knights Line",False
FranklinAPalomo,M,98,93,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation",True
FranklinAPalomo,M,40,81,Caro-Kann Defense: Tartakower Variation,False
Владимир Бычков,M,158,-121,Queen's Pawn Game: Chigorin Variation,False
René Wittke,M,126,4,Zukertort Opening: Sicilian Invitation,True
"Karim, Ismael",M,72,30,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",True
"Soysal, Serkan",M,94,40,"Sicilian Defense: Closed Variation, Traditional",True
Вадим Бобков,M,58,-140,Nimzo-Indian Defense: Kmoch Variation,False
Вадим Бобков,M,101,-154,Catalan Opening,False
sewin16,M,56,-128,Modern Defense: Standard Defense,False
leopslr,M,80,175,Sicilian Defense: Najdorf Variation,True
"Palchuk, Andrii",M,124,-69,Modern Defense,False
"Golubka, Petro",M,150,-164,Queen's Pawn Game,False
"Roshka, Yevgeniy",M,200,-100,Sicilian Defense: Nimzowitsch Variation,True
ShcufNaiRolf,M,76,140,Torre Attack,True
SevanB,M,60,-27,Owen Defense,False
Manukyan Sargis A.,M,88,-116,Queen's Indian Accelerated,False
SevanB,M,50,-25,Englund Gambit Complex: Englund Gambit,True
Lavrik87,M,68,-118,Caro-Kann Defense: Breyer Variation,False
milacek,M,56,-104,"King's Indian Defense: Normal Variation, King's Knight Variation",True
milacek,M,116,-109,King's Indian Defense: Zinnowitz Variation,True
Matyáš Zeman,M,92,-7,"Caro-Kann Defense: Advance Variation, Tal Variation",False
Arnedo01,M,130,-134,Sicilian Defense: Closed Variation,True
"Punin, Andrii",M,84,-94,Caro-Kann Defense: Exchange Variation,False
"Baskakov, Egor",M,56,25,Rat Defense: Harmonist,False
El_Rupe,M,75,-178,"Queen's Gambit Declined: Exchange Variation, Positional Variation",True
federerchi,M,80,-22,"Caro-Kann Defense: Classical Variation, Main Line",False
SevanB,M,104,7,"Modern Defense: Two Knights Variation, Suttles Variation",False
"Golubka, Petro",M,58,117,"Queen's Indian Defense: Kasparov-Petrosian Variation, Kasparov Attack",True
"Kiremitciyan, Ari",M,88,-209,Zukertort Opening: Sicilian Invitation,True
"Cheparinov, Ivan",M,46,17,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,True
"Saric, Ivan",M,52,-2,Giuoco Piano,False
"Leyva, Hector",M,98,-96,Sicilian Defense: Najdorf Variation,True
"ADU, Oladapo",M,146,104,King's Indian Defense: Makogonov Variation,True
Jorge luis Castañeda A.,M,102,62,Old Benoni Defense,False
E-Shaposhnikov,M,90,54,Pirc Defense,False
Whynot72,M,68,-205,"Sicilian Defense: French Variation, Westerinen Attack",True
"Strikovic, Aleksa",M,136,239,English Opening: Mikenas-Carls Variation,False
milacek,M,88,-32,"King's Indian Defense: Fianchetto Variation, Larsen Defense",True
milacek,M,78,-52,"King's Indian Defense: Fianchetto Variation, Larsen Defense",True
milacek,M,50,-49,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",False
"Svane, Frederik",M,46,-63,Sicilian Defense: French Variation,True
milacek,M,164,-42,Queen's Indian Defense,False
VLABOR64B,M,40,-246,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",False
"Gheng, Josef",M,68,-5,Catalan Opening: Open Defense,False
"Gheng, Josef",M,54,-28,"Ruy Lopez: Exchange, Alekhine Variation",False
"Quiroga Jaquez, Angel Ivan",M,88,-98,Nimzo-Larsen Attack: Classical Variation,True
Colmen,M,66,-28,"French Defense: Advance Variation, Main Line",False
"Abrashkin, Boris",M,146,-190,Modern Defense,False
"Givon, Asaf",M,120,104,Queen's Indian Defense: Spassky System,False
FlinkerFreddy,M,16,-201,Philidor Defense: Lion Variation,False
sid-al_1979,M,40,-122,Scotch Game,False
"Bitelmajer, Martin",M,88,42,"Alekhine Defense: Modern Variation, Larsen Variation",False
"Kiremitciyan, Ari",M,46,-276,Réti Opening,False
Eloist,M,22,14,"Sicilian Defense: French Variation, Westerinen Attack",True
Julian Nahuel Villca,M,96,-205,English Opening: Agincourt Defense,False
"Strikovic, Aleksa",M,106,58,English Opening: Agincourt Defense,False
Alessandro Manzone Barranco,M,72,181,Benoni Defense: Fianchetto Variation,False
FlinkerFreddy,M,80,-141,Sicilian Defense,True
Juan Pablo Demaría,M,102,106,"Ruy Lopez: Morphy Defense, Arkhangelsk Variation",False
"Hafiz, Arif Abdul",M,90,-200,Trompowsky Attack: Classical Defense,True
"Ramirez Medina, Victor",M,172,69,"King's Indian Defense: Fianchetto Variation, Panno Variation",True
"Hafiz, Arif Abdul",M,176,-212,Trompowsky Attack: Classical Defense,True
Rodrigo Vasquez,M,40,214,"Russian Game: Modern Attack, Center Variation",True
"ADU, Oladapo",M,68,-88,Indian Game,False
Julian Nahuel Villca,M,54,-12,English Opening: Agincourt Defense,False
Cristian Barros Rivadeneira,M,76,-142,Modern Defense: Standard Defense,False
"Strikovic, Aleksa",M,106,-44,"Dutch Defense: Leningrad Variation, Warsaw Variation",False
Winston Cu-Hor,M,128,-171,Modern Defense,False
lolsirs,M,60,-159,Semi-Benoni,False
trickyholds,M,98,-109,English Opening: Great Snake Variation,False
Davide Cappai,M,86,-100,Caro-Kann Defense: Karpov Variation,False
orishuas,M,108,-38,"Blackmar-Diemer Gambit Declined, O'Kelly Defense",True
Davide Cappai,M,110,-215,"Italian Game: Two Knights Defense, Polerio Defense, Yankovich Variation",False
Marc Chevrin,M,90,-80,Caro-Kann Defense: Karpov Variation,False
"Servat, Roberto",M,102,64,"French Defense: Winawer Variation, Advance Variation",False
"Bachmann, Axel",M,142,-132,Pirc Defense: Byrne Variation,False
"Kushko, Dmitriy",M,192,185,Zukertort Opening: Slav Invitation,False
"Kushko, Dmitriy",M,80,10,Réti Opening,False
"Turgut, Tansel",M,104,-81,Queen's Indian Defense,False
"Falcon, Benjamin",M,60,20,"Caro-Kann Defense: Classical Variation, Main Line",False
"Turgut, Tansel",M,64,-98,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",False
"Christie, Joshua",M,76,-32,Benoni Defense: Modern Variation,False
Mauricio Jimenez,M,86,84,English Opening: King's English Variation,False
juanchesst,M,54,48,Queen's Pawn,False
Mauricio Jimenez,M,58,63,English Opening: King's English Variation,False
Juan Herrera,M,66,-26,Horwitz Defense,False
Juan Herrera,M,86,-47,Hungarian Opening,False
Mauricio Jimenez,M,102,78,English Opening,False
Juan Herrera,M,140,-103,Mieses Opening,False
"Saric, Ivan",M,138,93,Catalan Opening,False
Mauricio Jimenez,M,64,48,English Opening: King's English Variation,False
"Akselrod, Vladislav",M,40,-201,"Queen's Pawn Game: Barry Attack, Grünfeld Variation",True
"Akselrod, Vladislav",M,102,-212,East Indian Defense,False
"Akselrod, Vladislav",M,130,-46,"Pirc Defense: Classical Variation, Schlechter Variation",False
"Kushko, Dmitriy",M,116,56,King's Indian Attack: Yugoslav Variation,True
"Kushko, Dmitriy",M,70,35,Benoni Defense: Fianchetto Variation,False
"Palchuk, Andrii",M,38,-61,"Queen's Gambit Accepted: Classical Defense, Rubinstein Variation",True
"Aliavdin, Nikolai",M,54,-22,"Pirc Defense: Classical Variation, Schlechter Variation",False
"Nesterov, Arseniy",M,64,96,Queen's Gambit Declined: Barmen Variation,True
"Nesterov, Arseniy",M,96,51,Queen's Gambit Declined: Lasker Defense,True
Mauricio Jimenez,M,102,69,English Opening: King's English Variation,False
"Segarra, Randy",M,70,-42,"Sicilian Defense: Najdorf Variation, Adams Attack",True
Mauricio Jimenez,M,76,42,English Opening: King's English Variation,False
Gevorg_Harutjunyan,M,116,26,"Sicilian Defense: Wing Gambit, Abrahams Variation",True
Mauricio Jimenez,M,64,30,English Opening: King's English Variation,False
Kabeljaukrieger,M,122,32,"French Defense: Winawer Variation, Delayed Exchange Variation",False
Mauricio Jimenez,M,104,56,English Opening: Agincourt Defense,False
Владимир Серебряков,M,98,-131,Sicilian Defense: Closed,True
chessemyDE,M,106,55,Hungarian Opening,False
Mauricio Jimenez,M,100,62,English Opening,False
"Vastrukhin, Oleg",M,46,89,Réti Opening,False
Герман Кочетков,M,128,22,Bird Opening,False
"Akselrod, Vladislav",M,104,-4,Robatsch (Modern) Defense,False
"Kiremitciyan, Ari",M,98,-26,Réti Opening,False
Trushko Andrii,M,58,-15,Trompowsky Attack,True
"Kiremitciyan, Ari",M,90,-148,Zukertort Opening: Sicilian Invitation,True
LittlePumpkin,M,48,165,Queen's Indian Defense: Kasparov Variation,False
"Vastrukhin, Oleg",M,160,-24,Caro-Kann Defense: Main Line,False
Doritos57,M,126,17,Caro-Kann Defense: Exchange Variation,False
David Castañeda,M,72,-185,Semi-Benoni,False
milacek,M,78,-64,Zukertort Opening: Sicilian Invitation,True
"Kumic, Filip",M,44,142,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",True
"Kiremitciyan, Ari",M,35,-106,"English Opening: Agincourt Defense, Neo-Catalan Declined",False
"Servat, Roberto",M,62,115,"Caro-Kann Defense: Advance Variation, Tal Variation",False
chessmmaster,M,78,94,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
"Rakhmanov, Aleksandr",M,164,-121,Zukertort Opening: Sicilian Invitation,True
Buknoy,M,142,-67,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
"Martinovic, Sasa",M,34,-68,King's Indian Defense: Normal Variation,True
"Martinovic, Sasa",M,72,-82,Old Indian Defense: Two Knights Variation,False
Buknoy,M,150,-45,Sicilian Defense: Löwenthal Variation,True
"Martinovic, Sasa",M,120,-99,Old Indian Defense,False
sewin16,M,66,-132,"Ruy Lopez: Morphy Defense, Bayreuth Variation",False
Buknoy,M,64,-53,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
Buknoy,M,42,-73,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",False
"Schekachikhin, Maksim",M,70,182,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",False
Mapwright,M,50,-64,"Sicilian Defense: Nimzowitsch Variation, Exchange Variation",True
"Kiremitciyan, Ari",M,96,-187,Zukertort Opening: Sicilian Invitation,True
"Schekachikhin, Maksim",M,34,139,"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense",True
Mapwright,M,98,-61,Sicilian Defense: Lasker-Dunne Attack,True
Gustavo Oliveira,M,86,46,London System,False
jomarag,M,74,-93,Sicilian Defense: Grand Prix Attack,True
sewin16,M,82,-94,Czech Defense,False
Матвеев Владимир,M,125,-78,Queen's Indian Defense: Opocensky Variation,False
"Kiremitciyan, Ari",M,64,-158,Réti Opening,False
"Ivlev, Aleksey",M,106,140,Indian Game: Anti-Nimzo-Indian,False
"Storme, Isak",M,46,-184,Ruy Lopez: Cozio Defense,False
"Baskakov, Egor",M,120,-79,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",True
"Rakhmanov, Aleksandr",M,50,88,Réti Opening,False
"Baskakov, Egor",M,88,-74,Scandinavian Defense: Mieses-Kotroc Variation,False
"Ramirez Medina, Victor",M,102,19,Neo-Grünfeld Defense: Ultra-delayed Exchange Variation,False
"Baskakov, Egor",M,110,-92,Scandinavian Defense,False
"Kiremitciyan, Ari",M,50,-181,"English Opening: Symmetrical Variation, Two Knights Line",False
"Baskakov, Egor",M,103,-102,"Réti Opening: Anglo-Slav Variation, Capablanca Variation",False
Lopez09,F,78,-7,"Sicilian Defense: Paulsen Variation, Bastrikov Variation",True
SzparuMen,M,82,107,"Ruy Lopez: Closed, 7... O-O",False
"Medina Paz, Miguel",M,38,162,Four Knights Game: Nimzowitsch (Paulsen),False
"Shankovskyi, Andrii",M,80,-91,Sicilian Defense: Prins Variation,True
Robinson Pérez,M,44,-151,Queen's Gambit Declined: Three Knights Variation,True
"Karim, Ismael",M,60,-100,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",True
MFJoseClement,M,50,-40,"Italian Game: Scotch Gambit, Anderssen Attack",True
Davide Cappai,M,100,-101,Nimzo-Larsen Attack,True
"Kiremitciyan, Ari",M,84,-171,Réti Opening,False
anhao,M,102,-62,Queen's Pawn Game: Steinitz Countergambit,False
picklebick,M,58,173,Four Knights Game: Scotch Variation Accepted,False
Luis Alejandro Mateus Urbano,M,70,-114,"Ruy Lopez: Morphy Defense, Duras Variation",False
"Jarmula, Lukasz",M,86,-90,Sicilian Defense: Najdorf Variation,True
Eloist,M,108,-64,"Sicilian Defense: Canal-Sokolsky Attack, Sokolsky Variation",True
Lioni26,M,60,49,"French Defense: Tarrasch Variation, Open System, Süchting Line",False
"Amaro Alfonso, Raynner",M,54,-2,Alekhine Defense: Four Pawns Attack,True
FreddieForgiato,M,116,68,Rat Defense: English Rat,False
Someone African,M,144,18,Caro-Kann Defense: Tartakower Variation,False
"Lodici, Lorenzo",M,36,-127,"Alekhine Defense: Modern Variation, Main Line",False
niknikniknik,M,34,-179,"King's Gambit Accepted, Abbazia Defense",True
Владимир Бычков,M,50,-48,"English Opening: Symmetrical Variation, Four Knights Variation",False
Tschess05,M,70,-237,King's Indian Defense: Semi-Averbakh System,True
Trushko Andrii,M,78,-53,Trompowsky Attack,True
Lastro,M,96,27,Alekhine Defense: Brooklyn Variation,False
guesitos,M,64,-11,Sicilian Defense,True
"Saric, Ivan",M,68,145,Sicilian Defense: Najdorf Variation,True
"Martinovic, Sasa",M,60,-122,Trompowsky Attack,True
Tschess05,M,58,3,"Dutch Defense: Stonewall Variation, Modern Variation",False
"Martinovic, Sasa",M,42,-126,Queen's Pawn Game: Chigorin Variation,False
José Antonio Herrera Reyes,M,44,-17,King's Indian Attack: Symmetrical Defense,True
"Saric, Ivan",M,90,125,Sicilian Defense: Najdorf Variation,True
"Martinovic, Sasa",M,52,-113,London System,False
"Martinovic, Sasa",M,106,-118,King's Indian Defense: Exchange Variation,True
"Khlebovich, Alexander",M,82,-2,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation",False
