username,id,title,name,country,bio,fide_rating,uscf_rating,ecf_rating,blitz_rating,blitz_prog,blitz_games,rapid_rating,rapid_prog,rapid_games,bullet_rating,classical_rating,url,verified
Black_Winter_Day,black_winter_day,IM,Дмитрий Суманеев,RU,,2450.0,,,2542,2,31339,2422,-6,999,2621,2412,,
CleverTacticButFail,clevertacticbutfail,GM,Andrew Tang,KP,lichess.org/@/penguingim1,,,,1500,0,0,1500,0,0,3162,1500,,
MatthewG-p4p,matthewg-p4p,IM,Matvey Galchenko,RU,"Professional chess coach. Details:  
http://matveygalchenko.com 
Обучающие курсы: https://matveychess.ru/
Тг: https://t.me/matveygalchenko/



                                                               YouTube channel: 
https://www.youtube.com/@matveygalchenko1 




                                                        Lichess club: 
https://lichess.org/team/im-matvey-galchenko",2465.0,,,2845,4,7073,2648,-60,595,3167,2595,,
Garrincha1,garrincha1,FM,,CO,,2120.0,,,2337,21,3799,1765,0,1,2630,1500,,
Samra,samra,GM,,,,,,,2721,60,998,1500,0,0,2981,1500,,
StormMan67,stormman67,CM,,,,,,,2253,-66,1903,2199,-5,128,2338,1500,,
superior2017,superior2017,NM,,US,,,,,2349,24,11417,2408,23,2037,2334,2221,,
Oleg_Papayan,oleg_papayan,FM,Oleg Papayan,RU,"По занятиям пишите в личные сообщения. Ready for offers and inquiries!

Для друзей, коллег и учеников - https://lichess.org/team/chess_profi и https://www.chess.com/club/chess-profi и группа CHESS PROFI VK - https://vk.com/spbchessprofi
https://imgur.com/iVm0ZFs

https://imgur.com/qTGA4tF

Предлагая играть за команду - пишите условия",,,,2550,25,2534,2289,56,49,2925,2344,,
cxrjs,cxrjs,WIM,Javiera Gomez,CL,Marinela es mi carry<3,,,,2410,64,2590,2313,-12,48,2750,1900,,
hansontwitch,hansontwitch,GM,,,,,,,2876,-39,282,1670,0,1,3052,1500,,
Starlight_at_night,starlight_at_night,FM,,,,,,,2552,72,202,1500,0,0,2901,1500,,
Jorgeluis86,jorgeluis86,FM,Jorge Luis Castañeda,CO,"Te invito a suscribirte a mi canal de YouTube https://www.youtube.com/@PupiloChess donde encontrarás cientos de videos de ajedrez de alta calidad para mejorar tu juego.
Si quieres aprender conmigo en profundidad, adquiere mis cursos en mi página web  pupilochess.com 📚
También puedes ver mi perfil y clases como entrenador aquí en Lichess https://lichess.org/coach/Jorgeluis86",2179.0,,,2653,23,5066,1780,0,2,2818,1500,,
AntonSmirnov01,antonsmirnov01,GM,Anton Smirnov,AU,,2597.0,,,2848,26,420,1500,0,0,2902,1500,,
eibanezt,eibanezt,FM,Eduard Ibanez Tarradellas,ES,,2200.0,,,2174,-12,11923,1838,0,10,2335,1500,,
SargisM,sargism,FM,Sargis Manukyan,AM,,2282.0,2391.0,,2429,-20,7428,2376,78,27,2652,1811,,
TurkishPro2008,turkishpro2008,FM,,,,,,,2425,1,4192,2600,56,514,2686,1500,,
VacheH009,vacheh009,CM,Vache Hovakimyan,AM,,2289.0,2211.0,205.0,2532,5,5539,2354,-32,169,2857,1586,,
buki23,buki23,IM,Vladimir Bukal,HR,"My name is Vladimir Bukal.I'm 50 years old International Master and Fide Trainer from Croatia.I started playing chess at the age of 4 and i love it ever since.Besides chess I'm interested in all sorts of sports,especially football which in my youth (until the knee injury) i trained seriously and NBA.Also,I'm an avid reader and filmophile.",2340.0,,,2402,-23,2176,2326,0,10,2077,1500,,
AmazingChess202,amazingchess202,NM,,,,,,,2092,11,643,1500,0,0,2113,1775,,
Asasinn,asasinn,CM,,GB-ENG,,,,,2312,-54,869,2510,16,757,2617,2211,,
istdiesernamefrei,istdiesernamefrei,FM,,DE,,,,,2451,-67,1336,2424,65,130,2625,2001,,
zolidernas,zolidernas,FM,,SE,,2300.0,,,2624,-30,666,2500,30,97,2689,1500,,
lionking15,lionking15,IM,Mushini Ajay,IN,"IM Mushini Ajay (FIDE 2402)
Co-founder of Sky Chess Academy, Hyderabad 🇮🇳
I personally train players above 1500 FIDE at $30/session.
Our professional coaching team trains others from $8–$25/session, based on level and expertise.
📧 ajayunclear@gmail.com


lichess.org/coach/lionking15",2402.0,,,2420,-23,2403,2352,-53,162,2606,2026,,
Babay81,babay81,FM,,,https://ratings.fide.com/profile/4162390,,,,2264,14,4434,2253,35,173,2352,1500,,
Olenahess,olenahess,WIM,Olena Hess,DE,Chess-Trainer,,,,2219,-11,27449,2277,163,16,2091,1859,,
manitodeplomo,manitodeplomo,IM,Daniel Barria Zuñiga,CL,"- Internacional Master - Professional player and coach.-  https://lichess.org/coach/manitodeplomo

https://lichess.thijs.com/rankings/all/titled/list_players_points.html   

welcome to my channels !  https://www.twitch.tv/im_manitodeplomo 
https://www.youtube.com/channel/UCR2Jd5uvBqZZWhB_fH4Z6xA",2452.0,,,2515,14,31401,2548,-41,498,2803,2426,,
anna-maja,anna-maja,WIM,Anna-Maja Kazarian,NL,20-year-old chess player from the Netherlands,,,,2341,79,296,1588,0,2,2606,1500,,
nemanja123456,nemanja123456,FM,Nemanja Vukcevic,ME,,2308.0,,,2456,-5,5223,1500,0,0,2434,1500,,
Lucky___123,lucky___123,CM,,,,,,,2657,38,690,2431,7,318,2787,1950,,
Homino,homino,WFM,Elena Homiakova,_belarus-wrw,,2113.0,,,2376,14,2062,2413,-34,14,2229,1500,,
alwayssforwardd,alwayssforwardd,CM,,TR,,,,,2367,-5,572,2566,24,299,2308,1500,,
CosmicVision,cosmicvision,NM,,,only playing prized events,,,,2619,-30,583,2479,-151,35,2977,2087,,
NatWill,natwill,NM,Will Moorhouse,US,Ggs,2084.0,,,2578,96,2162,2543,112,1310,3000,2400,,
VictorAntonBologan,victorantonbologan,GM,Victor Bologan,MD,https://en.wikipedia.org/wiki/Victor_Bologan,,,,2585,-47,1893,2108,0,3,2646,1500,,
Budapestupendo,budapestupendo,GM,,,,,,,2645,2,749,1500,0,0,2412,1500,,
CHAMPIONN-9,championn-9,NM,,US,,,,,2450,-72,1828,2403,-93,156,2709,1500,,
nissousspou,nissousspou,FM,,,,,,,2416,-7,5069,2442,187,95,2648,2287,,
Nick122,nick122,NM,,,,,,,2416,1,4000,2439,153,261,2379,1500,,
Krutoiizekb2003,krutoiizekb2003,NM,,CA,,,,,2514,8,2265,2544,50,52,2803,1882,,
twofoxniel,twofoxniel,FM,,PH,"Fide Master with more than 10 years of coaching experienced. Currently living in Bangkok, Thailand. I'm working at Double Bishop Chess Academy as the head coach. My peak rating was 2410.",,,,2621,30,2794,2043,33,15,2741,2129,,
eruge2020,eruge2020,FM,EDISON RUGE,CO,,2201.0,2263.0,,1962,-7,12302,1003,0,3,1942,1090,,
sawkito,sawkito,CM,Carlos Abiad,VE,"ID FIDE: 3910202

Visita mi sitio web: www.chessbrothers.com 
Si estás interesado en clases de ajedrez contáctame por mi redes sociales.
For chess lessons, contact me by:
FACEBOOK: https://www.facebook.com/carlos.abiad

IG : https://www.instagram.com/cjabiad/?hl=es-la",2202.0,,,2294,-4,2917,2218,-52,29,2723,1500,,
Arnacman,arnacman,FM,,,,,,,2280,-56,2798,1500,0,0,2457,1500,,
Bacallao2019,bacallao2019,GM,Yusnel Bacallao Alonso,ES,"Antes que largas variantes prefiero entender las posiciones con palabras, con conceptos antes que matemática.
https://www.youtube.com/channel/UCagiWPGJrqV7oHP2oYcg8cA",2605.0,,,2627,-83,1955,2515,178,30,2916,2333,,
Shahoviy_Komentator,shahoviy_komentator,NM,Георгій Содоль,UA,"Веду youtube канал  ""Шаховий коментатор"" 

Національний майстер",,,,2332,-25,6544,2351,-42,1243,2525,2430,,
Goldenfange,goldenfange,FM,,,,,,,2455,3,698,2360,-125,137,2601,1500,,
FRAM3D_T,fram3d_t,CM,Kaieem Elizee,,,,,,2119,-14,16285,2146,-55,341,2197,1500,,
Trikos,trikos,IM,,AZ,,,,,2661,-5,2070,1500,0,0,2715,1500,,
NaderaIM,naderaim,IM,Barlo Nadera,PH,"International Master. Played in Philippine Chess Team since 1990 up to 2008. I've been playing Chess since grade school and eventually helped me to sustain the needs of my family. https://media.giphy.com/media/jIRyzncqRWzM3GYaQm/giphy.gif

https://i.imgur.com/zk3w6Af.jpg",2285.0,2285.0,2285.0,2326,24,18246,2393,-40,1013,2294,1824,,
justwanttoplay0,justwanttoplay0,FM,,,,,,,2633,2,406,1500,0,0,2786,1500,,
talk2uee,talk2uee,FM,,,,,,,2235,-1,28637,2397,3,1151,2313,2221,,
chessmem,chessmem,FM,Alex,RU,"Админ паблика ""Шахматные мемы"", подписывайтесь!
https://vk.com/chessmem
Уроки шахмат:
https://alexchess.ru/",,,,2555,5,3621,2722,20,708,2705,1500,,
GKANSK,gkansk,CM,,,,,,,2488,0,27610,2508,129,18,2553,1990,,
Barys74,barys74,GM,,,,,,,2627,12,6753,2158,-118,22,2654,1258,,
Lorenzo1624,lorenzo1624,CM,Lorenzo Alberto Pérez Alvarado,CU,"""El mayor reto de tu vida no es superar a alguien más, es superarte a ti mismo todos los días.""",2233.0,,,2400,-24,14493,2296,110,990,2557,2083,,
DmitriiZakurdaev,dmitriizakurdaev,CM,Dmitrii Zakurdaev,,,,,,2362,-29,3908,2548,-11,1201,2553,2368,,
Donnko2311,donnko2311,CM,,BA,,,,,2236,68,699,2147,0,7,2537,1500,,
beatles_21,beatles_21,IM,Jurica Srbis,IE,"29 years old, chess player and coach",2412.0,,,2702,5,13389,2669,69,105,3002,2055,,
CristianS27,cristians27,FM,,,,,,,2512,7,12319,2436,38,234,2802,2232,,
Djager97,djager97,IM,Dashgyn IBADOV,RU,,2391.0,,,2496,-23,6524,2498,-90,409,2722,591,,
LamazeSimon,lamazesimon,IM,Simon Lamaze,FR,Lamaze Simon,2465.0,,,2555,-8,476,2469,-61,76,2875,1500,,
UntilItIsOtherwise,untilitisotherwise,NM,Antoni Kozak,PL,"Zapraszam na mój kanał na YouTube po ciekawe materiały!
https://www.youtube.com/channel/UCdT6hQkr2dC0b7vRD59tVLg/videos",2422.0,,,2702,3,2144,2593,-2,285,2957,1500,,
Melkonyan_Vardan,melkonyan_vardan,CM,Vardan Melkonyan,AM,,2113.0,,,2324,-6,6780,2344,87,175,2436,1592,,
hessed26,hessed26,GM,gabriel flom battaglini,FR,"Gabriel Flom
27\01\1986
France",2514.0,,,2430,-13,1452,1931,-121,33,2872,1042,,
MIM64,mim64,CM,,_belarus-wrw,,,,,2356,-4,7244,2245,27,96,2503,1500,,
dragan961,dragan961,IM,Dragan Tesic,RS,International master,2313.0,,,2368,16,47170,2336,-47,961,2523,2212,,
DeinSchachtrainer,deinschachtrainer,IM,,DE,,,,,2605,-9,4800,1500,0,0,2604,1500,,
Ogloblin,ogloblin,IM,Николай Оглоблин,RU,Международный мастер,2354.0,,,2547,32,30133,2048,106,19,2614,1500,,
CentrumSakkiskola,centrumsakkiskola,IM,Armin Juhasz,HU,"I am a young chess player, analyst and coach from Budapest, Hungary.
My teaching method is inspirational, fun and exciting at the same time.
Do you want to get better in chess? Let me recommend my books: https://thinkerspublishing.com/product/1-d4-the-chess-bible-mastering-queens-pawn-structures/ and https://thinkerspublishing.com/product/sharpen-up-your-chess-boost-your-chess-results/",2391.0,,,2630,13,1039,2739,5,62,2344,1500,,
Dr_Martic,dr_martic,GM,Nogerbek Kazybek,KZ,,2543.0,,,2759,16,7069,2634,95,586,3052,1890,,
Smile_2011,smile_2011,WFM,Diana Preobrazhenskaya,,,,,,2384,-76,30,1500,0,0,1500,1500,,
Erottev,erottev,IM,,,,,,,2560,3,4275,2456,65,54,2431,2195,,
Ogrilla,ogrilla,GM,Grigoriy Oparin,US,Graduate Student at the University of Missouri-Columbia,2671.0,2747.0,,2834,28,2684,2600,56,75,2852,1500,,
leon2807,leon2807,IM,Rafael Antonio Mendoza Vega,CO,"Maestro Internacional de Ajedrez, Liga de Ajedrez del Magdalena, ID FIDE 4400119
https://ratings.fide.com/profile/4400119",2300.0,,,2529,23,10843,2084,-88,48,2642,1231,,
pepechess1,pepechess1,CM,Juan Alejandro Leon Acevedo,CO,"Campeón Panamericano Sub 13 - Campeón Suramericano sub 12. 
Pan American Under 13 Champion - South American Under 12 Champion. Playing chess since he was 5 years old.
Liga de ajedrez de Antioquia, Club Paul Keres.  https://ratings.fide.com/profile/4459261",1959.0,,,2395,23,4160,2054,20,114,2194,1342,,
chechess888,chechess888,FM,,PH,,,,,2291,-75,5297,2275,-45,418,2486,1425,,
JBakker,jbakker,NM,,,,,,,2454,-41,2174,1500,0,0,2761,2300,,
AnuarT,anuart,CM,"Tureshbayev, Anuar",IE,,2199.0,,,2354,-23,3469,2230,128,2291,2734,2052,,
RanchoWangdu,ranchowangdu,WIM,Tien Nguyen,VN,"I'm WIM Nguyen Thanh Thuy Tien from Vietnam, FIDE peak rating 2124, USCF peak 2208https://www.facebook.com/ngthanhthuytienContact me by sending an email to ngthanhthuytien@gmail.com. Very nice to play chess with you!""Make your passion your profession, and work will become a game. Pursue excellence, and success will follow you.""""Hãy theo đuổi đam mê, thành công sẽ theo đuổi bạn""",2124.0,2103.0,,2533,5,2661,2337,60,210,2706,2251,,
ubdip,ubdip,FM,Fabian Fichter,DE,"chess variant enthusiast and engine developer, author of Fairy-Stockfish https://github.com/fairy-stockfish",2250.0,,,2210,11,1596,2317,0,6,2401,1500,,
Legendary-Phiri,legendary-phiri,IM,,,,,,,2414,-17,4539,2226,18,37,2130,1500,,
Blunder_111,blunder_111,CM,,UZ,,2094.0,,,2493,35,110,2103,0,6,2529,1500,,
ANTUCO69,antuco69,IM,Ricardo Kropff,PY,www.twitch.tv/abfchess,,,,2189,141,577,2011,34,68,2289,1887,,
kirotori,kirotori,WCM,,,https://imgur.com/d6PpeTq,,,,2195,-36,118,1500,0,0,2415,2185,,
Darkness-of-Fischer,darkness-of-fischer,FM,,MR,No information needed I wanna only play..,,,,2479,19,1506,2250,-26,78,2331,1500,,
michalred,michalred,FM,Michal Redzisz,PL,,2259.0,,,2436,-1,876,1634,0,1,2684,1500,,
EvilGenius94,evilgenius94,GM,,,,,,,2820,-29,400,1500,0,0,3089,1500,,
kadek_iin,kadek_iin,WFM,,,,,,,2277,114,552,1922,0,4,2300,1500,,
jonashacker1,jonashacker1,IM,Jonas Hacker,DE,"My Chessable course (English):
https://www.chessable.com/the-romantic-italian/course/249198/

Youtube 
https://www.youtube.com/channel/UCBDDbQd5xrNls8H20f9JxnA

Beating the Sicilian main lines, everymanchess.com/collections/new-paperback-books/products/opening-repertoire-beating-the-sicilian",2421.0,,,2457,22,2958,2647,8,183,2585,1979,,
RomanK_13,romank_13,FM,,,,,,,2603,3,995,1876,0,3,2830,1500,,
SomeMightSay,somemightsay,IM,,FM,"Standing at the station in need of education in the rain

https://www.youtube.com/watch?v=LdCeYIIM9Js

This account is closed due to violations of the terms of Jergel

Es lebe der Zentralfriedhof",,,,2800,22,2411,1500,0,0,3000,1500,,
gmadham,gmadham,GM,Adham Fawzy,PS,#Free_Palestine,2523.0,,,2655,-14,6250,2541,-71,299,3063,2217,,
JANS172009,jans172009,FM,Jose Alberto Sanchez Negreiros,PE,,,,,2399,-12,2381,2267,288,18,2561,1500,,
Revan_2002,revan_2002,FM,Ravan Aliyev,AZ,Ozel ders icin iletisime gecebilirsiniz.,2389.0,,,2644,-12,10979,2544,-169,171,2877,1500,,
Anam_Jeddut,anam_jeddut,NM,,MY,,,2199.0,,2214,13,1386,2137,-5,15,2178,2162,,
Dr_Targarian,dr_targarian,FM,,RU,Maestro,2323.0,,,2143,0,5,1740,0,1,2162,1500,,
RD-2,rd-2,GM,,,,,,,2609,-98,108,2758,0,11,2919,1500,,
xxEuroticAxx,xxeuroticaxx,IM,,,,,,,2463,-23,443,1597,0,4,2701,1500,,
Arystanner23,arystanner23,IM,Arystanbek Urazayev,KZ,FIDE ID: 13709810,2490.0,,,2504,8,4187,2556,82,187,2977,2237,,
Nozdrachev_Leonid,nozdrachev_leonid,IM,Леонид Ноздрачев,RU,"Тренер. Город Подольск.

https://www.youtube.com/channel/UCQJzG2DZIdo-DvNyTTkVJNg/featured",2372.0,,,2493,-9,3844,2192,15,186,2466,1534,,
Karlos_ulsk,karlos_ulsk,FM,,,,,,,2669,15,27244,2727,57,148,2752,2316,,
camilochess,camilochess,CM,,,,,,,2301,16,1921,1337,0,1,2421,1673,,
KotPiratik,kotpiratik,FM,,,,,,,2110,24,7224,2129,64,55,2083,1500,,
Gazola,gazola,NM,Vanessa Gazola,BR,,,,,2468,-53,258,1906,0,8,1500,1500,,
dr_xStranger,dr_xstranger,IM,Eray Kilic,BG,"@Erow
training games 30$/h",,,,2700,-15,11579,2498,-5,168,3029,2082,,
Dr_Chessrob,dr_chessrob,GM,Robert Aghasaryan,US,"I am Grandmaster Robert Aghasaryan, from United States .
I was Junior European (U10 at 2004), World (U12 at 2006) And Olympic Chess Champion (U16 at 2010).Winner of U.S Pacific Coast Open in 2016.
Also Coaching professionally for several years. Among students were Talented players like (in the past,GM Martirosyan Haik M. (U16 World Champion at 2016 . Also the Youngest Armenian Championship Winner,   FIDE-2586))
 
I offer private lessons online .  If you have any  questions, feel free to message me here , email me at chessrob1994@gmail.com ",2537.0,2581.0,,2619,-26,922,2122,-3,128,2818,1835,,
Chigorinez,chigorinez,IM,Evgeny Egorov,KZ,IM,2350.0,,,2607,-18,11676,2403,-47,47,2572,1994,,
jarming,jarming,FM,Julian Rojas,DE,,2400.0,,,2478,6,2902,2396,31,45,2806,1500,,
Omnivor,omnivor,IM,,CH,IM from Switzerland playing for fun,2404.0,,,2414,32,7284,2378,28,32,1809,1732,,
KingsChessAdmin,kingschessadmin,NM,,GB,,,,2245.0,2324,13,15694,2311,87,111,2324,2112,,
NoerAzizah,noerazizah,NM,Fachrul Raji,ID,National Master (NM) Fachrul Raji from Kalsel-Indonesia. Specialist Rapid and Blitz chess,,,,2306,-25,5406,2188,45,157,2339,1500,,
Idrisova_Roza,idrisova_roza,WFM,Roza Idrisova,RU,"WFM, https://ratings.fide.com/profile/4146662",1988.0,,,2195,0,29157,2155,12,478,2176,1800,,
MardakerXXX,mardakerxxx,GM,Karen Grigoryan,AM,In Top 30 of the world with my blitz rating! https://2700chess.com/blitz,2621.0,2712.0,,2752,110,532,2328,0,8,3037,1500,,
lagartodeleyende,lagartodeleyende,IM,Fernando Miguel Fernandez Sánchez,PE,,,,,2734,6,5181,2143,-99,28,2889,1500,,
Chess_Trainer_Caq,chess_trainer_caq,FM,,CA,FM 2411,,,,2486,-14,804,2322,-91,92,2656,2249,,
NTDVAN,ntdvan,GM,Thai Dai Van Nguyen,CZ,,2629.0,,,2781,21,1932,2388,-108,15,2885,1500,,
simplethinker,simplethinker,FM,,US,,,,,2412,4,2305,2126,-16,101,2492,1500,,
Munkhgal_Gombosuren,munkhgal_gombosuren,GM,,,,,,,2531,-32,753,2197,0,6,2529,1500,,
ClaudiaAmura,claudiaamura,WGM,Claudia Noemi Amura,AR,Claudia Noemí Amura,2183.0,,,2265,39,1392,2185,-179,23,2259,1330,,
IsogonalConjugate314,isogonalconjugate314,NM,,US,https://lichess.org/study/tSsqxkjx,,286.0,,2601,-4,1168,2518,-79,50,2856,1500,,
Pon4ik2006,pon4ik2006,GM,Denis Lazavik,BY,,2529.0,,,2987,25,3897,2553,362,21,3079,1500,,
ShcufNaiRolf,shcufnairolf,FM,,_united-nations,,,,,2410,-19,3001,2451,10,865,2440,2139,,
Radagast-the-Brown,radagast-the-brown,FM,,SV,,,,,2319,86,660,2226,21,13,2115,1500,,
knyazmyshkin,knyazmyshkin,FM,,,,,,,2365,21,479,2121,0,3,2552,1500,,
PlemSovhoz,plemsovhoz,IM,,TR,,,,,2785,26,5661,2608,72,274,2831,2602,,
hajeko,hajeko,CM,,CZ,,,,,2460,9,12568,2571,-45,1351,2756,2068,,
Langua-Chess,langua-chess,FM,Juan Rottenwöhrer,ES,"Youtube: LanguaChess

Looking to improve your chess? ""The key is not the will to win. It is the will to prepare to win that is important"". Contact me via lichess! The classes can be in english, spanish, french or german.",2359.0,,,1500,0,0,1500,0,0,2616,1500,,
bcn000,bcn000,FM,,ES,,2294.0,,,2262,-33,1359,1511,0,1,2167,1701,,
chakin,chakin,FM,,MX,,,,,2578,-42,2618,2482,16,119,2748,2071,,
Disturbed01,disturbed01,FM,Adrian Secheres,RO,,,,,2658,-4,1388,2200,0,11,2696,1500,,
Berettar,berettar,CM,Arvid von Rahden,DE,,2200.0,,,2429,61,400,2405,0,18,2295,1500,,
KRUMMEL2008,krummel2008,IM,Jan Karsten,ZA,Available to play paid training games (price negotiable).,,,,2373,4,7015,2554,69,284,2670,1646,,
ChesscularGodofChess,chessculargodofchess,CM,,DE,,,,,2404,67,1697,2422,209,24,2486,1500,,
GIFCM2007,gifcm2007,FM,,,,,,,2505,0,119,2324,26,19,2713,1258,,
snoozer,snoozer,NM,,AQ,"I play exclusively with a touchpad \\\\\\\\ 

https://lichess.org/kBWrX5AIhuuR?fbclid=IwAR3F8biMy7p2NG3FkNQIw9NzQCQdOPgPGDP7zvlPquzjAHLI1cD8KiCXYv0",1401.0,,,2525,45,652,1500,0,0,2807,1500,,
Rakhmanov_Aleksandr,rakhmanov_aleksandr,GM,Aleksandr Rakhmanov,_earth,"Lessons: aleksrakhmanov@gmail.com
Improve your chess: https://www.chessable.com/grandmaster-training-advanced-chess-fundamentals/course/107587/",2585.0,,,2831,14,3970,2882,45,511,3061,1500,,
RonenHarZvi,ronenharzvi,GM,,,,,,,2630,-28,46,1500,0,0,2880,1500,,
KingRAZOR,kingrazor,CM,,MW,,1989.0,,,2140,-19,30708,2328,14,281,2228,1421,,
oezs95,oezs95,IM,Oscar Zavarce,VE,"Maestro Internacional, Campeón de Venezuela 2018 y Equipo Olímpico Batumi-Georgia 2018. 

ID Fide 3902501
https://lichess.org/coach/oezs95",2391.0,,,2419,1,823,2136,0,6,2667,2210,,
